datereport;AES;TEC;VDE;TES;GES;GAES_GEN;CONSUMPTION;GAES_PUMP;UK_BLR_RUS;UK_EURO;UK_MLD;
13.10.2021 22:00:00;9951.000;640.000;750.000;5295.000;1704.000;0.000;18320.000;0.000;-45.000;-21.000;46.000;
13.10.2021 21:00:00;9943.000;640.000;787.000;5373.000;1771.000;798.000;19167.000;0.000;-114.000;1.000;-32.000;
13.10.2021 20:00:00;9964.000;644.000;443.000;5342.000;2089.000;1205.000;19627.000;0.000;13.000;-3.000;-70.000;
13.10.2021 19:00:00;9960.000;640.000;425.000;5303.000;2150.000;1175.000;19528.000;0.000;-73.000;12.000;-64.000;
13.10.2021 18:00:00;9954.000;646.000;521.000;5232.000;1988.000;561.000;19029.000;0.000;126.000;-12.000;13.000;
13.10.2021 17:00:00;9940.000;637.000;820.000;4715.000;2016.000;294.000;18363.000;0.000;-63.000;-21.000;25.000;
13.10.2021 16:00:00;9813.000;647.000;1225.000;4790.000;1653.000;0.000;18095.000;0.000;-35.000;10.000;-8.000;
13.10.2021 15:00:00;9988.000;614.000;1622.000;4760.000;1502.000;0.000;18497.000;0.000;26.000;11.000;-26.000;
13.10.2021 14:00:00;9982.000;622.000;2065.000;4707.000;1212.000;0.000;18428.000;0.000;4.000;-3.000;-161.000;
13.10.2021 13:00:00;9978.000;605.000;2460.000;4522.000;1067.000;0.000;18461.000;0.000;3.000;-9.000;-165.000;
13.10.2021 12:00:00;9984.000;622.000;1997.000;4577.000;1692.000;0.000;18731.000;0.000;30.000;-8.000;-163.000;
13.10.2021 11:00:00;9989.000;598.000;1985.000;4723.000;1944.000;0.000;19153.000;0.000;84.000;-1.000;-169.000;
13.10.2021 10:00:00;9989.000;611.000;1552.000;4835.000;2429.000;0.000;19302.000;0.000;54.000;-5.000;-163.000;
13.10.2021 09:00:00;9979.000;636.000;1043.000;4871.000;2572.000;0.000;19061.000;0.000;146.000;-8.000;-178.000;
13.10.2021 08:00:00;9989.000;637.000;763.000;4815.000;1618.000;0.000;17876.000;0.000;132.000;18.000;-96.000;
13.10.2021 07:00:00;9965.000;585.000;785.000;4755.000;944.000;0.000;16778.000;0.000;-171.000;-11.000;-74.000;
13.10.2021 06:00:00;9976.000;535.000;638.000;4398.000;123.000;0.000;15187.000;-41.000;-410.000;16.000;-48.000;
13.10.2021 05:00:00;9952.000;539.000;596.000;4211.000;197.000;0.000;14386.000;-1080.000;48.000;3.000;-80.000;
13.10.2021 04:00:00;9965.000;564.000;591.000;4176.000;194.000;0.000;14148.000;-1072.000;-199.000;2.000;-73.000;
13.10.2021 03:00:00;9972.000;541.000;511.000;4277.000;104.000;0.000;14179.000;-1079.000;-80.000;8.000;-75.000;
13.10.2021 02:00:00;9969.000;539.000;432.000;4510.000;254.000;0.000;14462.000;-881.000;-271.000;-8.000;-82.000;
13.10.2021 01:00:00;9949.000;531.000;361.000;4647.000;467.000;0.000;14832.000;-777.000;-73.000;-152.000;-121.000;
13.10.2021 00:00:00;10001.000;541.000;379.000;4952.000;422.000;0.000;15856.000;-339.000;76.000;-153.000;-23.000;
12.10.2021 23:00:00;9962.000;729.000;475.000;5210.000;1012.000;0.000;17201.000;-41.000;-57.000;-103.000;14.000;
12.10.2021 22:00:00;9985.000;774.000;477.000;5211.000;1729.000;319.000;18415.000;0.000;-8.000;-25.000;-47.000;
12.10.2021 21:00:00;9943.000;800.000;532.000;5332.000;1975.000;572.000;19194.000;0.000;102.000;-15.000;-47.000;
12.10.2021 20:00:00;9965.000;793.000;585.000;5291.000;1808.000;1203.000;19607.000;0.000;8.000;-4.000;-42.000;
12.10.2021 19:00:00;9944.000;768.000;563.000;5244.000;2007.000;1138.000;19522.000;0.000;-73.000;-6.000;-63.000;
12.10.2021 18:00:00;9969.000;790.000;521.000;5221.000;1787.000;399.000;18530.000;0.000;-109.000;-56.000;8.000;
12.10.2021 17:00:00;9961.000;798.000;794.000;4940.000;1703.000;0.000;18192.000;0.000;84.000;-98.000;10.000;
12.10.2021 16:00:00;9992.000;793.000;1283.000;4904.000;1213.000;0.000;18005.000;0.000;-18.000;-150.000;-12.000;
12.10.2021 15:00:00;9972.000;767.000;1494.000;4919.000;912.000;0.000;17928.000;0.000;-30.000;-162.000;56.000;
12.10.2021 14:00:00;9969.000;771.000;1820.000;4907.000;1249.000;0.000;17898.000;-453.000;-172.000;-206.000;13.000;
12.10.2021 13:00:00;9992.000;788.000;2024.000;4872.000;681.000;0.000;17878.000;-453.000;129.000;-181.000;26.000;
12.10.2021 12:00:00;9966.000;792.000;1885.000;4789.000;738.000;0.000;18117.000;0.000;141.000;-204.000;10.000;
12.10.2021 11:00:00;10012.000;782.000;1744.000;4807.000;961.000;324.000;18487.000;0.000;50.000;-170.000;-23.000;
12.10.2021 10:00:00;9988.000;790.000;1480.000;4745.000;1713.000;324.000;18864.000;0.000;-2.000;-138.000;-36.000;
12.10.2021 09:00:00;9991.000;798.000;978.000;4637.000;2344.000;321.000;18780.000;0.000;-152.000;-70.000;-67.000;
12.10.2021 08:00:00;9979.000;794.000;552.000;4539.000;1790.000;0.000;17712.000;0.000;143.000;-89.000;4.000;
12.10.2021 07:00:00;9981.000;691.000;332.000;4536.000;1405.000;0.000;16745.000;-37.000;36.000;-137.000;-62.000;
12.10.2021 06:00:00;9975.000;625.000;264.000;4389.000;397.000;0.000;15232.000;-41.000;-166.000;-224.000;13.000;
12.10.2021 05:00:00;9971.000;624.000;209.000;4584.000;469.000;0.000;14419.000;-1072.000;-73.000;-257.000;-36.000;
12.10.2021 04:00:00;9913.000;654.000;132.000;4562.000;402.000;0.000;14162.000;-1072.000;-158.000;-252.000;-19.000;
12.10.2021 03:00:00;9912.000;655.000;99.000;4621.000;470.000;0.000;14371.000;-1080.000;-12.000;-270.000;-24.000;
12.10.2021 02:00:00;9892.000;665.000;93.000;4865.000;421.000;0.000;14696.000;-871.000;-115.000;-215.000;-39.000;
12.10.2021 01:00:00;9866.000;647.000;72.000;4960.000;855.000;0.000;15200.000;-865.000;-104.000;-179.000;-52.000;
12.10.2021 00:00:00;9862.000;701.000;53.000;4682.000;1286.000;0.000;16012.000;-457.000;12.000;-105.000;-22.000;
11.10.2021 23:00:00;9858.000;758.000;80.000;5155.000;1355.000;0.000;17003.000;-41.000;-78.000;-62.000;-22.000;
11.10.2021 22:00:00;9844.000;769.000;102.000;5171.000;2612.000;0.000;18400.000;0.000;-25.000;-43.000;-30.000;
11.10.2021 21:00:00;9849.000;798.000;108.000;5263.000;3168.000;324.000;19481.000;0.000;-14.000;35.000;-50.000;
11.10.2021 20:00:00;9792.000;794.000;127.000;5202.000;2903.000;875.000;19775.000;0.000;40.000;106.000;-64.000;
11.10.2021 19:00:00;9802.000;762.000;206.000;5124.000;2828.000;879.000;19656.000;0.000;5.000;110.000;-60.000;
11.10.2021 18:00:00;9759.000;766.000;246.000;4784.000;2424.000;151.000;18345.000;0.000;129.000;80.000;6.000;
11.10.2021 17:00:00;9782.000;790.000;779.000;4666.000;1564.000;0.000;17527.000;0.000;-29.000;-32.000;7.000;
11.10.2021 16:00:00;9766.000;721.000;1629.000;4352.000;1134.000;0.000;17530.000;0.000;43.000;-109.000;-6.000;
11.10.2021 15:00:00;9742.000;663.000;2233.000;4331.000;860.000;0.000;17314.000;-220.000;-138.000;-157.000;0.000;
11.10.2021 14:00:00;9736.000;654.000;2771.000;4246.000;752.000;0.000;17172.000;-632.000;-75.000;-276.000;-4.000;
11.10.2021 13:00:00;9744.000;621.000;2885.000;4158.000;756.000;0.000;17284.000;-631.000;78.000;-311.000;-16.000;
11.10.2021 12:00:00;9680.000;595.000;2726.000;3966.000;1266.000;0.000;17645.000;-219.000;-48.000;-252.000;-69.000;
11.10.2021 11:00:00;9618.000;630.000;2384.000;3975.000;1674.000;0.000;18046.000;0.000;69.000;-207.000;-97.000;
11.10.2021 10:00:00;9626.000;624.000;1935.000;4259.000;1643.000;555.000;18260.000;0.000;-112.000;-156.000;-56.000;
11.10.2021 09:00:00;9629.000;651.000;1345.000;4179.000;2358.000;878.000;18812.000;0.000;-105.000;-47.000;-76.000;
11.10.2021 08:00:00;9621.000;648.000;881.000;4161.000;2412.000;316.000;17906.000;0.000;-62.000;1.000;-72.000;
11.10.2021 07:00:00;9644.000;603.000;566.000;4176.000;2230.000;0.000;16726.000;0.000;-280.000;-73.000;-140.000;
11.10.2021 06:00:00;9608.000;580.000;593.000;4145.000;382.000;0.000;15040.000;-37.000;-11.000;-148.000;-72.000;
11.10.2021 05:00:00;9626.000;585.000;545.000;4034.000;112.000;0.000;14101.000;-673.000;107.000;-185.000;-50.000;
11.10.2021 04:00:00;9624.000;580.000;594.000;3996.000;106.000;0.000;13805.000;-673.000;-168.000;-200.000;-54.000;
11.10.2021 03:00:00;9631.000;584.000;628.000;3961.000;103.000;0.000;13888.000;-676.000;-94.000;-195.000;-54.000;
11.10.2021 02:00:00;9602.000;578.000;766.000;3872.000;105.000;0.000;14159.000;-481.000;-39.000;-183.000;-61.000;
11.10.2021 01:00:00;9613.000;580.000;817.000;3794.000;427.000;0.000;14670.000;-331.000;-17.000;-151.000;-62.000;
11.10.2021 00:00:00;9566.000;579.000;842.000;4257.000;206.000;0.000;15486.000;0.000;294.000;-204.000;-54.000;
10.10.2021 23:00:00;9584.000;610.000;839.000;4710.000;1362.000;0.000;16798.000;0.000;20.000;-278.000;-49.000;
10.10.2021 22:00:00;9546.000;644.000;849.000;4827.000;1877.000;440.000;17749.000;0.000;-92.000;-231.000;-111.000;
10.10.2021 21:00:00;9535.000;645.000;844.000;4767.000;2104.000;1165.000;18738.000;0.000;-32.000;-206.000;-84.000;
10.10.2021 20:00:00;9507.000;651.000;821.000;4814.000;2217.000;1203.000;18962.000;0.000;17.000;-189.000;-79.000;
10.10.2021 19:00:00;9522.000;647.000;790.000;4919.000;1925.000;1203.000;18739.000;0.000;24.000;-235.000;-56.000;
10.10.2021 18:00:00;9493.000;651.000;850.000;4666.000;1208.000;1031.000;17381.000;0.000;-201.000;-305.000;-12.000;
10.10.2021 17:00:00;9375.000;630.000;1626.000;4172.000;1062.000;0.000;16410.000;0.000;-5.000;-409.000;-41.000;
10.10.2021 16:00:00;9263.000;571.000;2588.000;3724.000;566.000;0.000;15650.000;-349.000;-138.000;-544.000;-31.000;
10.10.2021 15:00:00;9231.000;578.000;3132.000;3850.000;332.000;0.000;15809.000;-849.000;138.000;-552.000;-51.000;
10.10.2021 14:00:00;9272.000;572.000;3794.000;3720.000;60.000;0.000;15700.000;-849.000;-249.000;-576.000;-44.000;
10.10.2021 13:00:00;9254.000;578.000;3663.000;3755.000;60.000;0.000;15869.000;-852.000;50.000;-590.000;-49.000;
10.10.2021 12:00:00;9228.000;584.000;3921.000;3797.000;60.000;0.000;16060.000;-858.000;-48.000;-574.000;-50.000;
10.10.2021 11:00:00;9222.000;608.000;3305.000;3925.000;63.000;0.000;16256.000;-453.000;156.000;-527.000;-43.000;
10.10.2021 10:00:00;9235.000;603.000;2472.000;4091.000;492.000;0.000;16428.000;0.000;11.000;-424.000;-52.000;
10.10.2021 09:00:00;9228.000;621.000;1638.000;4244.000;822.000;0.000;16295.000;0.000;182.000;-359.000;-81.000;
10.10.2021 08:00:00;9211.000;620.000;950.000;4165.000;639.000;0.000;15182.000;0.000;-22.000;-321.000;-60.000;
10.10.2021 07:00:00;9247.000;589.000;770.000;4389.000;833.000;0.000;14833.000;-456.000;-129.000;-352.000;-58.000;
10.10.2021 06:00:00;9221.000;566.000;739.000;4359.000;369.000;0.000;14472.000;-460.000;120.000;-389.000;-53.000;
10.10.2021 05:00:00;9244.000;565.000;766.000;4353.000;353.000;0.000;14130.000;-675.000;-31.000;-375.000;-70.000;
10.10.2021 04:00:00;9236.000;566.000;701.000;4333.000;362.000;0.000;13956.000;-670.000;-128.000;-388.000;-56.000;
10.10.2021 03:00:00;9211.000;561.000;784.000;4228.000;363.000;0.000;14072.000;-629.000;11.000;-399.000;-58.000;
10.10.2021 02:00:00;9210.000;568.000;843.000;4255.000;192.000;0.000;14381.000;-428.000;176.000;-383.000;-52.000;
10.10.2021 01:00:00;9223.000;571.000;865.000;4444.000;486.000;0.000;14908.000;-417.000;262.000;-468.000;-58.000;
10.10.2021 00:00:00;9215.000;569.000;922.000;4560.000;1072.000;0.000;15867.000;0.000;51.000;-458.000;-64.000;
09.10.2021 23:00:00;9197.000;598.000;892.000;4988.000;1708.000;0.000;16800.000;0.000;-46.000;-444.000;-93.000;
09.10.2021 22:00:00;9222.000;638.000;959.000;5065.000;2112.000;325.000;17813.000;0.000;-79.000;-363.000;-66.000;
09.10.2021 21:00:00;9232.000;636.000;956.000;5085.000;2329.000;796.000;18695.000;0.000;9.000;-264.000;-84.000;
09.10.2021 20:00:00;9201.000;638.000;863.000;5138.000;2672.000;876.000;19181.000;0.000;159.000;-297.000;-69.000;
09.10.2021 19:00:00;9209.000;646.000;952.000;5080.000;2815.000;881.000;19087.000;0.000;-106.000;-308.000;-82.000;
09.10.2021 18:00:00;9215.000;651.000;1154.000;4907.000;1837.000;689.000;17878.000;0.000;-185.000;-366.000;-24.000;
09.10.2021 17:00:00;9209.000;614.000;1719.000;4340.000;1788.000;0.000;17185.000;0.000;46.000;-497.000;-34.000;
09.10.2021 16:00:00;9232.000;613.000;2194.000;4245.000;1113.000;84.000;16789.000;0.000;-49.000;-600.000;-43.000;
09.10.2021 15:00:00;9179.000;596.000;2763.000;4028.000;668.000;0.000;16554.000;-41.000;48.000;-634.000;-53.000;
09.10.2021 14:00:00;9190.000;610.000;3210.000;4029.000;490.000;0.000;16466.000;-454.000;123.000;-676.000;-56.000;
09.10.2021 13:00:00;9194.000;608.000;3433.000;3873.000;458.000;0.000;16496.000;-452.000;90.000;-670.000;-38.000;
09.10.2021 12:00:00;9221.000;608.000;3338.000;4069.000;683.000;0.000;16600.000;-462.000;-142.000;-671.000;-44.000;
09.10.2021 11:00:00;9210.000;606.000;3255.000;3974.000;743.000;0.000;16812.000;-375.000;60.000;-602.000;-59.000;
09.10.2021 10:00:00;9217.000;613.000;2897.000;4094.000;983.000;0.000;17236.000;0.000;17.000;-517.000;-68.000;
09.10.2021 09:00:00;9203.000;642.000;2122.000;4352.000;1287.000;0.000;17037.000;0.000;-71.000;-428.000;-70.000;
09.10.2021 08:00:00;9214.000;638.000;1394.000;4281.000;954.000;0.000;16031.000;0.000;-18.000;-415.000;-17.000;
09.10.2021 07:00:00;9201.000;610.000;1056.000;4363.000;592.000;0.000;15407.000;0.000;76.000;-466.000;-25.000;
09.10.2021 06:00:00;9185.000;593.000;1036.000;4128.000;492.000;0.000;14662.000;0.000;-195.000;-514.000;-63.000;
09.10.2021 05:00:00;9210.000;590.000;1022.000;4259.000;615.000;0.000;14342.000;-673.000;-105.000;-531.000;-45.000;
09.10.2021 04:00:00;9183.000;566.000;1038.000;4377.000;367.000;0.000;14282.000;-677.000;0.000;-516.000;-56.000;
09.10.2021 03:00:00;9221.000;598.000;1060.000;4432.000;350.000;0.000;14337.000;-674.000;-71.000;-512.000;-67.000;
09.10.2021 02:00:00;9195.000;594.000;1065.000;4594.000;196.000;0.000;14656.000;-471.000;59.000;-506.000;-70.000;
09.10.2021 01:00:00;9242.000;589.000;1071.000;4665.000;157.000;0.000;15227.000;0.000;41.000;-491.000;-47.000;
09.10.2021 00:00:00;9222.000;592.000;1067.000;5107.000;635.000;0.000;15900.000;0.000;-230.000;-444.000;-49.000;
08.10.2021 23:00:00;9230.000;624.000;1070.000;5457.000;1454.000;0.000;17083.000;0.000;-326.000;-388.000;-38.000;
08.10.2021 22:00:00;9231.000;663.000;1074.000;5424.000;1957.000;322.000;18331.000;0.000;42.000;-333.000;-49.000;
08.10.2021 21:00:00;9221.000;658.000;1077.000;5499.000;2521.000;807.000;19347.000;0.000;-99.000;-280.000;-57.000;
08.10.2021 20:00:00;9228.000;659.000;1091.000;5484.000;2419.000;1209.000;19645.000;0.000;-110.000;-267.000;-68.000;
08.10.2021 19:00:00;9188.000;653.000;1095.000;5297.000;2406.000;1203.000;19373.000;0.000;-90.000;-294.000;-85.000;
08.10.2021 18:00:00;9197.000;656.000;1304.000;5187.000;1748.000;1024.000;18247.000;0.000;-493.000;-376.000;0.000;
08.10.2021 17:00:00;9211.000;645.000;2063.000;4903.000;1379.000;80.000;17815.000;0.000;54.000;-498.000;-22.000;
08.10.2021 16:00:00;9193.000;575.000;2840.000;4684.000;874.000;0.000;17419.000;0.000;-131.000;-608.000;-8.000;
08.10.2021 15:00:00;9177.000;581.000;3644.000;4568.000;759.000;0.000;17274.000;-857.000;80.000;-660.000;-18.000;
08.10.2021 14:00:00;9234.000;592.000;4082.000;4383.000;448.000;0.000;17200.000;-854.000;43.000;-700.000;-28.000;
08.10.2021 13:00:00;9193.000;584.000;4159.000;4184.000;574.000;0.000;17028.000;-861.000;-73.000;-709.000;-23.000;
08.10.2021 12:00:00;9248.000;610.000;4086.000;4368.000;445.000;0.000;17155.000;-864.000;24.000;-726.000;-36.000;
08.10.2021 11:00:00;9215.000;630.000;3615.000;4592.000;603.000;0.000;17837.000;-409.000;256.000;-629.000;-36.000;
08.10.2021 10:00:00;9198.000;651.000;2819.000;4687.000;1527.000;0.000;18210.000;0.000;-125.000;-494.000;-53.000;
08.10.2021 09:00:00;9224.000;656.000;1997.000;4759.000;1728.000;646.000;18600.000;0.000;84.000;-428.000;-66.000;
08.10.2021 08:00:00;9202.000;663.000;1267.000;4749.000;1379.000;647.000;17541.000;0.000;40.000;-389.000;-17.000;
08.10.2021 07:00:00;9198.000;604.000;1044.000;4683.000;1074.000;637.000;16639.000;0.000;-186.000;-408.000;-7.000;
08.10.2021 06:00:00;9207.000;585.000;971.000;4582.000;421.000;0.000;15150.000;-41.000;-63.000;-478.000;-34.000;
08.10.2021 05:00:00;9188.000;583.000;967.000;4606.000;199.000;0.000;14393.000;-663.000;41.000;-495.000;-33.000;
08.10.2021 04:00:00;9200.000;583.000;967.000;4650.000;369.000;0.000;14118.000;-1083.000;1.000;-519.000;-50.000;
08.10.2021 03:00:00;9212.000;590.000;1022.000;4653.000;369.000;0.000;14139.000;-1078.000;-51.000;-525.000;-53.000;
08.10.2021 02:00:00;9164.000;578.000;1028.000;4537.000;170.000;0.000;14463.000;-474.000;9.000;-494.000;-55.000;
08.10.2021 01:00:00;9199.000;577.000;1035.000;4509.000;388.000;0.000;14880.000;-406.000;34.000;-413.000;-43.000;
08.10.2021 00:00:00;9195.000;600.000;1046.000;4773.000;391.000;0.000;15591.000;0.000;-37.000;-322.000;-55.000;
07.10.2021 23:00:00;9176.000;662.000;1056.000;5086.000;891.000;318.000;16837.000;0.000;-51.000;-262.000;-39.000;
07.10.2021 22:00:00;9206.000;665.000;1078.000;5228.000;1468.000;1031.000;18200.000;0.000;-189.000;-217.000;-70.000;
07.10.2021 21:00:00;9178.000;686.000;1080.000;5311.000;1953.000;1201.000;19268.000;0.000;111.000;-191.000;-61.000;
07.10.2021 20:00:00;9176.000;684.000;1094.000;5312.000;2261.000;1201.000;19487.000;0.000;14.000;-187.000;-68.000;
07.10.2021 19:00:00;9208.000;683.000;1098.000;5248.000;2017.000;1203.000;19164.000;0.000;-27.000;-202.000;-64.000;
07.10.2021 18:00:00;9193.000;688.000;1351.000;5175.000;1811.000;407.000;17953.000;0.000;-364.000;-275.000;-33.000;
07.10.2021 17:00:00;9211.000;676.000;2242.000;4344.000;1191.000;0.000;17275.000;0.000;-16.000;-358.000;-15.000;
07.10.2021 16:00:00;9184.000;636.000;3224.000;3650.000;715.000;0.000;16914.000;0.000;40.000;-495.000;-40.000;
07.10.2021 15:00:00;9189.000;616.000;3982.000;3361.000;534.000;0.000;16668.000;-443.000;-30.000;-515.000;-26.000;
07.10.2021 14:00:00;9195.000;607.000;4456.000;3314.000;68.000;0.000;16491.000;-449.000;-132.000;-523.000;-45.000;
07.10.2021 13:00:00;9189.000;606.000;4450.000;3214.000;63.000;0.000;16483.000;-449.000;-11.000;-539.000;-40.000;
07.10.2021 12:00:00;9192.000;596.000;4489.000;3212.000;353.000;0.000;16742.000;-447.000;-101.000;-502.000;-50.000;
07.10.2021 11:00:00;9178.000;577.000;4217.000;3689.000;627.000;0.000;17330.000;-447.000;2.000;-442.000;-71.000;
07.10.2021 10:00:00;9178.000;628.000;3507.000;4066.000;656.000;0.000;17486.000;-37.000;-73.000;-367.000;-72.000;
07.10.2021 09:00:00;9204.000;625.000;2544.000;4515.000;978.000;324.000;17934.000;0.000;99.000;-286.000;-69.000;
07.10.2021 08:00:00;9167.000;669.000;1522.000;4511.000;1360.000;325.000;17318.000;0.000;56.000;-234.000;-58.000;
07.10.2021 07:00:00;9198.000;624.000;1071.000;4478.000;1188.000;324.000;16333.000;0.000;-232.000;-254.000;-64.000;
07.10.2021 06:00:00;9187.000;610.000;1063.000;4360.000;193.000;0.000;14861.000;0.000;-185.000;-339.000;-28.000;
07.10.2021 05:00:00;9187.000;612.000;1045.000;4261.000;197.000;0.000;14193.000;-657.000;-47.000;-370.000;-35.000;
07.10.2021 04:00:00;9186.000;612.000;1045.000;4269.000;168.000;0.000;13808.000;-1070.000;28.000;-379.000;-51.000;
07.10.2021 03:00:00;9186.000;614.000;1036.000;4267.000;398.000;0.000;13827.000;-1076.000;-170.000;-375.000;-53.000;
07.10.2021 02:00:00;9147.000;577.000;1035.000;4182.000;107.000;0.000;14075.000;-468.000;-74.000;-368.000;-63.000;
07.10.2021 01:00:00;9140.000;575.000;1041.000;4166.000;250.000;0.000;14631.000;-41.000;72.000;-524.000;-48.000;
07.10.2021 00:00:00;9164.000;610.000;1028.000;4783.000;490.000;0.000;15520.000;0.000;4.000;-538.000;-21.000;
06.10.2021 23:00:00;9173.000;661.000;1030.000;5155.000;857.000;314.000;16607.000;0.000;-30.000;-507.000;-46.000;
06.10.2021 22:00:00;9186.000;676.000;1053.000;5285.000;1425.000;728.000;17911.000;0.000;78.000;-449.000;-71.000;
06.10.2021 21:00:00;9175.000;678.000;1063.000;5394.000;1945.000;894.000;18830.000;0.000;-198.000;-404.000;-68.000;
06.10.2021 20:00:00;9156.000;643.000;1060.000;5342.000;2069.000;1205.000;19143.000;0.000;128.000;-379.000;-81.000;
06.10.2021 19:00:00;9140.000;676.000;1054.000;5375.000;2282.000;1204.000;18939.000;0.000;-243.000;-454.000;-95.000;
06.10.2021 18:00:00;9166.000;682.000;1223.000;5389.000;1308.000;409.000;17462.000;0.000;-143.000;-543.000;-29.000;
06.10.2021 17:00:00;9188.000;586.000;2057.000;4671.000;709.000;0.000;16638.000;-41.000;106.000;-617.000;-21.000;
06.10.2021 16:00:00;9179.000;617.000;2974.000;4122.000;158.000;0.000;16390.000;-41.000;118.000;-726.000;-11.000;
06.10.2021 15:00:00;9153.000;596.000;3689.000;3660.000;110.000;0.000;16044.000;-433.000;38.000;-756.000;-13.000;
06.10.2021 14:00:00;9155.000;600.000;4197.000;3536.000;121.000;0.000;16033.000;-828.000;68.000;-792.000;-24.000;
06.10.2021 13:00:00;9143.000;616.000;4186.000;3446.000;178.000;0.000;16184.000;-837.000;276.000;-812.000;-12.000;
06.10.2021 12:00:00;9149.000;598.000;4495.000;3607.000;167.000;0.000;16071.000;-833.000;-277.000;-814.000;-21.000;
06.10.2021 11:00:00;9169.000;599.000;4156.000;4048.000;356.000;0.000;16643.000;-845.000;-76.000;-720.000;-44.000;
06.10.2021 10:00:00;9165.000;651.000;3361.000;4312.000;444.000;0.000;16891.000;-4.000;-353.000;-628.000;-57.000;
06.10.2021 09:00:00;9181.000;670.000;2435.000;4589.000;1175.000;0.000;17240.000;0.000;-190.000;-552.000;-68.000;
06.10.2021 08:00:00;9199.000;643.000;1503.000;4824.000;1497.000;0.000;17026.000;0.000;-76.000;-509.000;-55.000;
06.10.2021 07:00:00;9169.000;629.000;1055.000;4794.000;946.000;324.000;16316.000;0.000;-30.000;-526.000;-45.000;
06.10.2021 06:00:00;9181.000;609.000;1043.000;4589.000;124.000;0.000;14568.000;-355.000;3.000;-607.000;-19.000;
06.10.2021 05:00:00;9166.000;613.000;1059.000;4624.000;196.000;0.000;13826.000;-1073.000;-52.000;-654.000;-53.000;
06.10.2021 04:00:00;9177.000;615.000;1033.000;4404.000;179.000;0.000;13664.000;-1078.000;26.000;-652.000;-40.000;
06.10.2021 03:00:00;9154.000;611.000;1035.000;4566.000;198.000;0.000;13622.000;-1074.000;-186.000;-652.000;-30.000;
06.10.2021 02:00:00;9159.000;605.000;1010.000;4711.000;147.000;0.000;13928.000;-878.000;-145.000;-638.000;-43.000;
06.10.2021 01:00:00;9166.000;610.000;1040.000;4538.000;311.000;0.000;14250.000;-443.000;-341.000;-616.000;-15.000;
06.10.2021 00:00:00;9136.000;614.000;998.000;4923.000;128.000;0.000;15245.000;-41.000;92.000;-578.000;-27.000;
05.10.2021 23:00:00;9139.000;641.000;998.000;5250.000;793.000;284.000;16412.000;0.000;-126.000;-522.000;-45.000;
05.10.2021 22:00:00;9149.000;670.000;1008.000;5402.000;1033.000;927.000;17690.000;0.000;29.000;-459.000;-69.000;
05.10.2021 21:00:00;9145.000;667.000;989.000;5337.000;1697.000;1203.000;18671.000;0.000;150.000;-423.000;-94.000;
05.10.2021 20:00:00;9146.000;675.000;1017.000;5390.000;1846.000;1205.000;18881.000;0.000;115.000;-412.000;-101.000;
05.10.2021 19:00:00;9122.000;669.000;1013.000;5446.000;1778.000;1013.000;18504.000;0.000;-34.000;-453.000;-50.000;
05.10.2021 18:00:00;9111.000;674.000;1268.000;5332.000;1317.000;542.000;17518.000;0.000;-183.000;-529.000;-14.000;
05.10.2021 17:00:00;9119.000;671.000;2012.000;4549.000;1003.000;0.000;16655.000;0.000;-76.000;-608.000;-15.000;
05.10.2021 16:00:00;9126.000;606.000;2904.000;4271.000;712.000;0.000;16583.000;-246.000;-85.000;-667.000;-38.000;
05.10.2021 15:00:00;9157.000;599.000;3642.000;3651.000;438.000;0.000;16352.000;-448.000;76.000;-733.000;-30.000;
05.10.2021 14:00:00;9161.000;602.000;3666.000;3498.000;631.000;0.000;16314.000;-447.000;-39.000;-718.000;-40.000;
05.10.2021 13:00:00;9150.000;599.000;3780.000;3429.000;401.000;0.000;16304.000;-450.000;53.000;-620.000;-38.000;
05.10.2021 12:00:00;9163.000;599.000;3813.000;3348.000;284.000;0.000;16329.000;-448.000;206.000;-584.000;-52.000;
05.10.2021 11:00:00;9142.000;597.000;4076.000;4012.000;248.000;0.000;16701.000;-449.000;-301.000;-549.000;-75.000;
05.10.2021 10:00:00;9168.000;627.000;3350.000;4714.000;245.000;0.000;17293.000;-41.000;-221.000;-472.000;-77.000;
05.10.2021 09:00:00;9167.000;646.000;2406.000;4780.000;1149.000;0.000;17573.000;0.000;-87.000;-396.000;-92.000;
05.10.2021 08:00:00;9183.000;639.000;1458.000;4775.000;1440.000;0.000;17130.000;0.000;46.000;-365.000;-46.000;
05.10.2021 07:00:00;9163.000;603.000;985.000;4847.000;1293.000;0.000;16399.000;0.000;-38.000;-426.000;-28.000;
05.10.2021 06:00:00;9160.000;577.000;942.000;4747.000;198.000;0.000;14668.000;-406.000;-65.000;-484.000;-1.000;
05.10.2021 05:00:00;9165.000;577.000;855.000;4725.000;196.000;0.000;13890.000;-1029.000;-43.000;-530.000;-26.000;
05.10.2021 04:00:00;9174.000;577.000;811.000;4555.000;179.000;0.000;13707.000;-1032.000;6.000;-528.000;-35.000;
05.10.2021 03:00:00;9161.000;587.000;830.000;4728.000;166.000;0.000;13716.000;-1030.000;-134.000;-551.000;-41.000;
05.10.2021 02:00:00;9180.000;592.000;808.000;4679.000;151.000;0.000;14022.000;-832.000;25.000;-537.000;-44.000;
